Nº,Id_Jogo,League,Season,Date,Rodada,Home,Away,FT_Goals_H,FT_Goals_A,FT_TotalGoals,Goals_H_Minutes,Goals_A_Minutes,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over25,FT_Odd_Under25,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No
1,3218838,England Premier League 2 Division Two U23,2022/2023,2022-08-05 10:00:00,1,Norwich City U21,Sunderland U21,3,2,5,"['35', '83', '86']","['20', '22']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,3218899,England Premier League 2 Division Two U23,2022/2023,2022-08-05 14:00:00,1,Aston Villa U21,Middlesbrough U21,3,3,6,"['16', '29', '38']","['56', '63', '69']",1.49,4.48,4.48,1.5,2.4,0.0,0.0
3,3218969,England Premier League 2 Division Two U23,2022/2023,2022-08-05 15:00:00,1,Derby County U21,Leeds United U21,2,5,7,"['53', '55']","['12', '26', '28', '61', '69']",3.4,3.75,1.8,0.0,0.0,0.0,0.0
4,3219077,England Premier League 2 Division Two U23,2022/2023,2022-08-08 13:00:00,1,West Bromwich Albion U21,Newcastle United U21,2,1,3,"['87', '89']",['68'],2.3,3.7,2.4,1.4,2.88,0.0,0.0
5,3219035,England Premier League 2 Division Two U23,2022/2023,2022-08-08 15:00:00,1,Nottingham Forest U21,Southampton U21,1,3,4,['47'],"['46', '49', '52']",1.73,4.0,3.5,1.37,2.76,1.41,2.81
6,3219124,England Premier League 2 Division Two U23,2022/2023,2022-08-12 15:00:00,2,Middlesbrough U21,Derby County U21,3,1,4,"['1', '65', '87']",['3'],2.4,3.4,2.5,1.5,2.5,0.0,0.0
7,3219177,England Premier League 2 Division Two U23,2022/2023,2022-08-12 15:00:00,2,Southampton U21,West Bromwich Albion U21,4,1,5,"['41', '57', '64', '89']",['11'],2.05,3.6,2.88,1.57,2.35,0.0,0.0
8,3219232,England Premier League 2 Division Two U23,2022/2023,2022-08-15 09:00:00,2,Leeds United U21,Norwich City U21,2,2,4,"['7', '48']","['9', '59']",2.0,3.75,2.85,1.44,2.7,1.42,2.6
9,3219305,England Premier League 2 Division Two U23,2022/2023,2022-08-15 15:00:00,2,Newcastle United U21,Stoke City U21,0,1,1,[],['6'],2.88,3.7,2.0,1.48,2.6,0.0,0.0
10,3219361,England Premier League 2 Division Two U23,2022/2023,2022-08-15 15:00:00,2,Sunderland U21,Aston Villa U21,0,4,4,[],"['3', '7', '44', '49']",3.2,3.75,1.85,1.39,2.7,1.38,2.8
11,3219584,England Premier League 2 Division Two U23,2022/2023,2022-08-19 15:00:00,3,Stoke City U21,Southampton U21,0,3,3,[],"['28', '45', '90+1']",1.92,4.03,2.84,1.5,2.5,0.0,0.0
12,3219416,England Premier League 2 Division Two U23,2022/2023,2022-08-19 15:00:00,3,Aston Villa U21,Leeds United U21,1,2,3,['19'],"['17', '67']",2.16,4.28,2.36,1.33,3.4,1.34,2.95
13,3219469,England Premier League 2 Division Two U23,2022/2023,2022-08-21 09:00:00,3,Derby County U21,Sunderland U21,0,4,4,[],"['20', '58', '72', '87']",2.05,3.84,2.97,1.4,2.88,0.0,0.0
14,3219526,England Premier League 2 Division Two U23,2022/2023,2022-08-21 10:00:00,3,Norwich City U21,Newcastle United U21,4,2,6,"['4', '39', '45+1', '55']","['46', '70']",2.07,4.4,2.7,1.4,2.88,1.37,2.8
15,3219634,England Premier League 2 Division Two U23,2022/2023,2022-08-22 15:00:00,3,Nottingham Forest U21,Middlesbrough U21,1,4,5,['75'],"['3', '12', '62', '67']",1.62,4.0,3.5,1.33,2.93,1.32,3.04
16,3219635,England Premier League 2 Division Two U23,2022/2023,2022-08-26 15:00:00,4,Middlesbrough U21,Stoke City U21,4,1,5,"['27', '56', '88', '90+1']",['24'],2.62,3.4,2.25,1.5,2.5,0.0,0.0
17,3219636,England Premier League 2 Division Two U23,2022/2023,2022-08-26 15:00:00,4,Newcastle United U21,Derby County U21,4,0,4,"['8', '17', '58', '64']",[],1.85,3.6,3.3,1.36,3.1,0.0,0.0
18,3219637,England Premier League 2 Division Two U23,2022/2023,2022-08-26 15:00:00,4,Southampton U21,Norwich City U21,1,1,2,['34'],['80'],2.15,3.6,2.7,1.35,2.84,1.33,2.96
19,3219638,England Premier League 2 Division Two U23,2022/2023,2022-08-29 09:00:00,4,Leeds United U21,Nottingham Forest U21,5,1,6,"['45+3', '50', '68', '73', '90+3']",['11'],2.3,4.2,2.35,1.25,3.52,1.38,2.92
20,3219639,England Premier League 2 Division Two U23,2022/2023,2022-08-29 15:00:00,4,Sunderland U21,West Bromwich Albion U21,3,3,6,"['46', '47', '52']","['4', '12', '20']",2.63,4.33,2.0,1.37,2.76,0.0,0.0
21,3219649,England Premier League 2 Division Two U23,2022/2023,2022-09-16 15:00:00,6,West Bromwich Albion U21,Derby County U21,2,1,3,"['7', '78']",['70'],1.75,4.33,3.1,1.33,2.93,0.0,0.0
22,3219646,England Premier League 2 Division Two U23,2022/2023,2022-09-16 15:00:00,6,Newcastle United U21,Nottingham Forest U21,2,1,3,"['12', '53']",['71'],2.7,3.75,2.05,1.34,2.89,1.33,2.9
