Nº,League,Season,Date,Rodada,Home,Away,FT_Goals_H,FT_Goals_A,FT_TotalGoals,Goals_H_Minutes,Goals_A_Minutes,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over25,FT_Odd_BTTS_Yes,0x0,0x1,0x2,0x3,1x0,1x1,1x2,1x3,2x0,2x1,2x2,2x3,3x0,3x1,3x2,3x3,Goleada_H,Goleada_A
1,Colombia Categoria Primera B,2021,2021-01-15 20:00:00,1,Unión Magdalena,Llaneros,1,2,3,['45'],"['10', '43']",2.45,2.75,2.75,2.3,2.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2,Colombia Categoria Primera B,2021,2021-01-15 22:00:00,1,Real Cartagena,Cortuluá,2,1,3,"['14', '90+2']",['37'],3.2,2.75,2.2,2.2,1.91,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3,Colombia Categoria Primera B,2021,2021-01-16 17:00:00,1,Orsomarso,Barranquilla,2,2,4,"['18', '90+3']","['37', '87']",2.0,2.8,3.65,2.1,1.83,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4,Colombia Categoria Primera B,2021,2021-01-17 17:00:00,1,Universitario Popayán,Atlético,1,1,2,['35'],['12'],2.45,2.6,3.0,2.2,1.91,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
5,Colombia Categoria Primera B,2021,2021-01-17 18:00:00,1,Deportes Quindío,Valledupar,1,2,3,['20'],"['17', '23']",1.65,3.4,4.3,2.05,2.05,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
6,Colombia Categoria Primera B,2021,2021-01-22 20:00:00,2,Barranquilla,Universitario Popayán,0,1,1,[],['17'],2.3,3.0,3.1,2.5,1.91,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,Colombia Categoria Primera B,2021,2021-01-23 17:00:00,2,Leones,Fortaleza CEIF,0,0,0,[],[],2.1,2.95,3.15,2.05,1.75,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,Colombia Categoria Primera B,2021,2021-01-23 17:00:00,2,Atlético,Real Cartagena,3,0,3,"['43', '45+4', '73']",[],2.9,2.6,2.55,2.7,2.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
9,Colombia Categoria Primera B,2021,2021-01-23 17:00:00,2,Valledupar,Orsomarso,3,4,7,"['3', '15', '74']","['58', '77', '88', '90+3']",1.87,2.8,4.35,2.5,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
10,Colombia Categoria Primera B,2021,2021-01-23 17:30:00,2,Llaneros,Deportes Quindío,0,1,1,[],['89'],2.45,2.75,2.8,2.25,1.9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
